u,g,r,i,z,redshift,class
22.30677,21.65311,20.72042,19.83366,19.36827,0.5946945,0
21.61972,21.50873,21.31867,20.99278,20.89461,1.631623,1
24.05667,21.41545,19.64079,18.86147,18.39714,0.4087491,0
19.39344,19.3609,19.0712,19.06577,19.14094,1.276274,1
19.90453,18.36363,17.56587,17.10055,16.79482,0.0745101,0
18.91508,17.70307,17.18829,16.90742,16.73602,0.05215954,0
18.47566,17.31879,16.81042,16.59652,16.49559,-0.0006998316,2
24.3801,19.65418,18.01773,17.41869,17.04237,0.3382316,0
26.32042,23.71269,21.96794,20.57235,19.82078,1.19379e-05,2
19.47248,18.41926,17.88866,17.58638,17.38805,0.1329853,0
21.11854,19.71263,18.27595,17.71584,17.36162,0.297171,0
20.38623,19.40151,19.07713,18.92959,18.85932,-0.0002730126,2
21.89614,22.08183,21.64033,21.40055,21.6133,1.376425,1
26.86662,22.7437,21.38826,19.90621,19.53214,0.692468,0
24.63466,21.33602,20.41781,19.4244,22.8269,9.524564e-05,2
18.52971,17.57927,17.29726,17.19972,17.12515,-0.0003828999,2
20.37351,17.71268,16.43666,15.86673,15.60221,7.566335e-05,2
22.27678,21.37665,20.08349,19.14804,18.3705,-4.018247e-05,2
25.62583,24.89984,21.78113,20.59637,19.84414,4.576906e-05,2
19.95566,19.86529,20.14185,20.37165,20.56779,-8.104301e-05,2
23.27169,21.53852,19.79155,18.95802,18.3782,0.4816127,0
19.78907,19.3839,19.42823,19.17646,19.00586,0.4703995,1
23.25049,21.44066,19.84343,18.53288,17.7955,8.604665e-05,2
23.93977,22.16478,20.4459,19.57548,19.11088,0.471288,0
17.42618,16.23312,15.68441,15.4577,15.31596,-0.0002591292,2
19.93316,18.93743,18.64711,18.5089,18.49414,-0.001171346,2
20.10875,19.28106,18.99067,18.84174,18.81342,0.0005108431,2
20.78325,19.24884,18.76233,18.67414,18.66841,0.002654002,2
17.79224,16.47265,15.8497,15.59104,15.46414,0.0,0
21.34994,20.65676,20.4133,20.42165,19.97792,0.7425461,1
17.8392,16.37211,15.77146,15.53484,15.43384,-0.0001044099,2
22.52737,20.82577,20.55621,20.57063,20.57477,3.029826,1
24.48979,21.94994,20.21229,19.29263,18.9295,0.4747004,0
21.59263,19.96155,19.76283,19.61687,19.61996,2.893921,1
23.75024,23.59737,21.81096,20.71843,19.84077,0.7361806,0
22.30182,23.36954,21.6517,20.3097,19.54237,0.883114,0
22.45625,21.66058,20.93964,20.71198,20.38653,1.306129,1
20.96132,20.42684,20.44285,20.44101,20.0644,2.248026,1
17.07193,15.87022,15.92564,16.01737,16.12298,-0.0003103564,2
20.46521,18.44064,17.43671,17.01919,16.72827,0.1329037,0
19.78914,18.57324,17.68739,17.21096,16.92389,0.1899145,0
22.59683,21.60192,21.32291,21.22657,20.63597,1.035549,1
24.07974,22.81233,21.53308,20.07915,19.33478,-0.0002291878,2
23.44058,21.58248,20.77647,19.79219,19.3232,0.5433699,0
23.3101,23.31003,21.77994,20.59361,19.9317,0.7933978,0
22.00684,19.7575,18.08282,17.47485,17.04412,0.3030321,0
20.7071,20.71549,20.47168,20.53314,20.3744,1.357553,1
21.35781,21.43006,21.4652,21.17571,20.97536,1.809339,1
23.35641,23.47911,22.33974,20.93611,19.95428,-0.0001070604,2
25.56561,22.27993,20.4328,19.41451,19.14022,0.4702667,0
24.421,23.04365,22.1851,20.8722,19.84476,2.691701e-05,2
23.03257,21.69658,21.35206,21.26832,21.00491,-0.0004081607,2
21.31796,21.52921,21.47432,21.64456,21.22232,1.421458,1
23.54985,21.93556,20.62413,19.76846,19.32183,-0.0001532675,2
23.17834,22.39237,20.86407,19.90259,19.41556,0.524522,0
20.14183,18.61432,18.06047,17.79877,17.67731,-0.0008476225,2
21.14637,21.03542,21.04259,20.73015,20.17324,1.716652,1
22.67201,22.4939,20.77944,19.69574,19.05277,0.5957877,0
26.31597,22.08424,20.5084,19.57474,19.08396,0.5760804,0
21.75798,21.64022,21.44066,21.41939,21.20748,2.1354,1
24.1388,22.90424,20.77509,19.77558,19.164,0.4283361,0
21.33736,21.17463,20.70295,20.49075,20.37183,1.913325,1
20.50251,20.38689,20.5101,20.23351,19.77493,2.023253,1
20.3714,19.71808,19.78199,19.59819,19.31529,2.311876,1
23.22683,21.08331,19.39895,18.72276,18.35836,0.4098216,0
25.61658,22.47779,20.88224,19.78274,19.1789,0.6081844,0
21.37677,20.85643,19.47012,18.80847,18.15905,0.5789443,0
25.30639,21.46068,19.79035,19.14713,18.76157,0.3645692,0
21.43812,20.14254,19.53728,19.27723,19.11268,-0.0008484651,2
23.92653,22.8672,21.38509,20.37984,19.71321,0.6458104,0
21.32821,21.1129,19.40331,18.65184,18.21766,1.78838,1
22.02962,21.37774,21.52691,21.45392,20.66333,2.134945,1
22.23368,21.01206,20.82415,20.71186,21.39563,2.897205,1
25.66283,21.77463,19.96837,19.10381,18.61791,0.5568629,0
24.37361,22.09721,21.83834,20.69851,20.00554,0.7826554,0
20.87729,18.76425,17.78004,17.34813,16.98622,0.09287165,0
19.41343,18.10314,17.2207,16.82667,16.56812,0.148692,0
26.09708,22.24267,20.72617,19.86853,19.37134,0.4827571,0
25.36574,23.36245,21.45449,20.25379,19.69437,0.6219154,0
21.40275,20.97737,20.65042,20.27353,20.35916,1.888156,1
19.79976,19.57151,19.25637,19.25803,19.24107,1.238982,1
21.12883,19.21606,18.36427,18.03948,17.83467,0.0002325796,2
20.88028,20.35484,20.22589,20.1885,20.10583,-0.0003853763,2
20.69097,20.47799,20.40364,20.14629,20.38779,1.473606,1
24.06766,22.24935,22.05469,21.86549,21.53495,1.285356,1
22.35657,21.61548,21.30782,21.10127,20.75449,0.0005738393,2
18.60691,17.68143,17.39201,17.25983,17.2394,0.0005813229,2
20.5387,19.51838,19.01233,18.79996,18.75912,-0.0005784833,2
25.24271,23.23753,21.80505,20.61723,19.7079,0.000149184,2
20.65432,19.59618,19.31709,19.24862,19.23204,6.475332e-05,2
22.80926,22.9774,21.88842,20.83235,20.04866,0.7305574,0
24.82666,23.42054,21.99698,19.27248,17.78524,2.671501e-05,2
25.61312,22.56552,21.03066,19.86605,19.45112,0.600506,0
19.96591,18.87198,18.49202,18.42624,18.26836,-0.0002422011,2
18.54832,17.38483,17.426,17.51274,17.60172,-0.0005463992,2
17.55606,16.61885,16.30482,16.17072,16.12515,3.97753e-05,2
23.44774,22.63062,21.60319,20.60859,19.79493,0.6970665,0
25.94716,22.4047,20.8565,20.14149,19.72376,1.227161,1
20.64839,20.21793,19.84444,19.56109,19.59421,1.570645,1
22.48767,21.99513,21.62564,21.48671,21.33626,1.222681,1
20.08243,19.39367,19.00927,18.91319,18.94623,-0.003844469,2
22.67229,21.26253,24.80203,20.52622,20.30793,-7.137628e-06,2
25.73058,25.49526,22.04667,20.7219,19.77997,0.612705,1
22.06262,21.17185,20.85371,20.58048,20.2219,-0.0003784423,2
22.91242,21.49958,19.74121,18.92239,18.41485,0.4523347,0
22.80826,24.02805,22.34076,20.93561,19.66891,0.875365,0
25.24306,23.02055,20.93152,19.89974,19.44247,0.504888,0
22.72656,21.68221,20.64204,19.7656,19.43188,0.5798423,0
20.35464,18.29504,17.07305,16.58117,16.20248,0.1711274,0
19.75726,18.61236,17.79197,17.40425,17.13834,0.2029251,0
24.03793,20.99865,19.41589,18.42422,17.93024,6.493731e-06,2
20.44831,19.10768,18.57429,18.39265,18.34063,-0.0002641624,2
22.80993,21.59728,21.54345,21.38312,21.97112,1.67814,1
21.59735,22.01011,21.58324,21.3546,21.06641,1.776854,1
20.55344,20.14637,19.93754,19.9018,19.95766,2.38629,1
18.28369,17.15649,17.23461,17.34525,17.4104,-0.000214589,2
24.63465,20.73376,19.23159,17.84456,18.20959,-1.234034e-05,2
21.58719,21.07148,19.96598,19.23391,18.92002,0.4926129,0
23.00303,22.07318,21.94517,21.65366,21.31325,2.643994,1
20.04387,19.75817,19.79633,19.7592,19.35711,2.087322,1
22.84614,20.89543,18.97654,18.23691,17.80463,0.3524881,0
22.40418,25.86097,22.93793,21.53362,19.9547,0.0001930904,2
24.20927,21.50723,21.00754,21.00905,21.01251,-0.0001502556,2
18.05495,17.02838,16.55621,16.34023,16.26753,0.0005534036,2
21.49974,20.12568,18.82789,18.19676,17.76588,0.2352756,1
18.54499,18.09984,18.09494,18.05,18.12387,0.6335998,1
23.29896,20.53209,18.86894,18.23743,17.90398,0.2881566,0
20.77368,18.54233,17.51567,17.09176,16.84794,-0.0001129729,2
29.19901,25.35543,23.48086,21.56495,17.17135,0.2539811,1
23.85391,21.28034,19.8868,18.6624,18.2335,3.295322e-05,2
22.99622,22.48744,21.52939,20.32796,19.5636,0.6705883,0
25.02266,23.31994,22.00178,20.52622,19.75092,-0.0001732829,2
19.66673,19.06312,18.96479,18.91162,18.67394,2.311027,1
22.52122,21.52797,21.28034,21.43389,20.95865,2.941453,1
22.98657,20.92786,19.38419,18.51233,17.99405,-2.746532e-07,2
21.65109,21.48042,21.41802,21.98386,21.28262,0.9897529,1
25.97449,21.97896,20.91721,19.81029,19.25168,-0.0001388421,2
24.4909,23.69032,21.58704,20.28014,19.72964,0.6406561,0
20.61476,18.47128,17.38297,16.94531,16.985,-4.674714e-05,2
19.03104,17.52583,16.56656,16.10422,15.83872,0.1681959,1
25.20853,22.89352,20.95595,20.00159,19.73133,0.5275367,0
20.32855,20.11801,20.02735,19.87577,19.84622,1.435514,1
22.30767,19.87137,18.34578,17.43142,16.96296,0.0001843742,2
21.89341,21.07443,20.50171,20.01249,19.82621,0.5888047,1
24.81297,23.93959,21.24671,20.04989,19.48656,0.6749313,0
25.11841,23.17071,22.64043,21.88074,20.4893,0.9047816,0
22.0212,21.90779,21.66865,21.67669,21.28973,2.049713,1
20.49711,20.63158,20.56783,20.26745,20.18246,2.030693,1
25.72166,22.7289,20.78243,19.7973,19.30347,0.5701081,0
24.05081,20.81986,20.03875,19.93966,19.73211,-0.0002492467,2
19.36992,18.09574,17.51668,17.11204,16.90569,0.09666596,0
26.15203,21.65872,20.05186,19.24918,18.93817,0.4299291,0
19.25742,18.80173,18.99364,19.1739,19.43875,-8.011728e-05,2
18.97488,18.08323,17.80844,17.7118,17.69592,0.0004461399,2
18.42028,16.50726,15.6097,15.12102,14.82103,0.0002336378,2
20.16676,18.70071,18.07608,17.8439,17.68903,-1.336114e-05,2
21.9741,21.74889,21.16197,21.025,21.1114,0.5653706,0
19.09156,17.21987,16.53784,16.3074,16.22649,2.003822e-05,2
22.72617,21.98847,21.85077,21.89842,21.62696,-0.0001428988,2
23.15613,22.55842,22.13265,21.11483,20.42287,0.841309,0
21.46195,21.31464,21.22604,21.13302,21.091,1.612515,1
18.89346,17.40636,16.73866,16.42101,16.24447,0.0001050444,2
23.68798,23.83112,21.64135,20.48737,19.73212,0.7328814,0
25.71564,22.59144,21.01807,19.97021,19.6747,0.5418296,0
25.79081,22.19978,20.72702,19.76169,18.94793,0.5614082,0
22.14223,21.51403,21.62711,21.5688,21.25532,2.423177,1
18.46077,17.38491,16.86481,16.50492,16.38221,0.08056057,0
20.87001,20.39186,20.03568,19.86768,19.65355,1.115251,1
19.46832,18.11394,17.53211,17.26986,17.12793,-4.81479e-06,2
15.8745,14.02731,13.20467,12.80524,12.51869,0.01731313,0
22.17037,19.67828,18.20395,17.23913,16.72631,-2.965421e-05,2
23.17147,21.96782,21.91091,21.84474,21.4823,1.965725,1
22.53975,20.74909,18.89515,18.29115,17.90269,0.3833431,0
20.77477,20.70459,20.66944,20.43053,20.48196,0.0,0
23.54189,20.42801,18.87791,18.12777,17.71177,8.302683e-05,2
25.41159,24.58447,21.73901,20.65537,19.94657,0.7514505,0
21.57915,21.28302,21.11768,21.19738,21.33532,-4.068885e-05,2
19.29361,18.35319,18.02509,17.88756,17.84319,-0.0009790374,2
27.01823,20.75272,19.22972,18.35392,17.95347,0.43002,0
22.77877,21.00197,20.14174,19.40124,18.8922,0.2564405,0
25.55743,23.66282,21.49719,20.18289,19.51616,0.7235921,0
21.81719,21.49846,20.15191,19.70771,19.34935,0.3335653,0
21.93686,20.61945,20.39603,20.2411,20.20573,-5.740011e-05,2
21.02955,17.76896,16.16708,15.41735,14.89167,-0.000304567,2
25.21181,21.90731,19.9837,18.9389,18.64285,0.5256907,0
23.16313,22.17759,21.98636,21.40791,21.0216,1.064356,0
22.0403,19.58316,18.14386,17.62127,17.26321,0.2481753,0
19.67065,19.31953,19.10705,18.96112,18.72513,0.8732762,1
18.03823,16.93615,16.53168,16.36271,16.29731,-0.0002023794,2
21.67743,21.30685,21.27498,21.27246,21.02139,2.34892,1
21.71814,20.991,20.75458,20.75396,20.56118,-0.0005254504,2
21.41722,21.80816,21.96717,21.58421,21.88018,1.788011,1
19.74542,18.5847,18.50186,18.50737,18.64016,-0.000188489,2
19.14183,19.1728,19.02157,18.93734,19.00591,1.437524,1
22.37309,21.92706,21.70447,21.61889,21.65473,1.376024,1
25.43379,21.92935,20.72292,19.84748,19.28367,0.6773455,0
21.3422,20.54899,20.38496,20.26443,20.11773,0.0001392687,2
23.10041,21.03587,20.75513,20.77063,20.82342,0.0001266983,2
20.147,19.69462,19.59626,19.5925,19.58047,0.000263266,2
24.16149,21.40755,21.07708,20.81638,21.00113,1.543025,1
20.9479,19.80328,19.18546,18.89641,18.81051,-0.0003862127,2
23.35233,21.75003,21.43908,21.06125,21.09481,1.959006,1
23.18214,22.62403,20.97449,19.97235,19.45258,0.5397083,0
19.15551,17.43852,16.77859,16.5728,16.4475,3.568753e-05,2
22.34542,20.22889,19.91808,19.79705,20.08278,3.16649,1
21.59519,21.51863,21.40786,21.28573,21.20945,1.494707,1
21.24766,19.85928,19.19238,18.85315,18.77907,-6.079692e-05,2
20.66967,19.65585,19.64,19.59722,19.75061,7.657002e-05,2
24.04643,23.6884,21.95536,20.71701,20.00332,0.7578284,0
19.78531,18.04387,17.12012,16.63253,16.26435,0.09841839,0
20.0008,18.44127,18.26921,18.19966,18.11608,-0.0006029995,2
23.43559,22.49502,20.92139,20.0067,19.35489,0.4710227,0
19.3519,17.9339,17.19232,16.76381,16.44938,0.04923682,0
19.69566,17.69628,16.66108,16.17002,15.79241,0.0784924,0
21.74335,19.39747,17.83185,17.24647,16.87326,0.2346352,0
24.51812,20.18072,18.5095,17.85146,17.40414,0.3160687,0
21.05396,20.90528,20.8191,20.42911,20.52334,1.715101,1
21.00511,20.01248,19.9191,19.87427,19.86298,0.0005144989,2
21.79846,20.52373,18.69167,17.98839,17.56626,0.3258458,0
21.07939,20.12279,19.95463,19.92189,19.75296,3.82341e-05,2
20.52765,19.22914,17.79683,17.26579,16.84812,0.2759342,1
19.31087,18.38455,18.06777,17.93809,17.91666,-0.0007257986,2
19.52698,17.62607,16.70704,16.2589,15.91606,0.07583245,0
21.87307,19.53156,17.97147,17.44305,17.0671,0.2450937,0
25.23506,22.83528,21.14528,20.05072,19.57267,0.5478583,0
21.59099,20.16745,19.5687,19.32621,19.29802,-0.0006115836,2
23.5737,23.08388,21.72969,20.70688,19.83304,0.5661365,0
21.51583,20.63829,20.43363,20.41614,20.09839,2.508173,1
23.45995,21.71657,20.39072,19.52091,18.86745,0.5523446,0
23.26146,22.07642,21.43816,20.71062,20.24232,0.8551853,0
19.10526,18.07667,17.63217,17.42286,17.32389,-0.000723939,2
24.33053,20.73237,20.00467,19.79232,19.72585,-0.0004476581,2
23.75411,24.07903,22.88085,20.06977,18.42783,-0.0001216842,2
21.36229,21.91844,21.26442,21.13737,21.11002,1.209123,1
25.05093,21.00354,19.3197,18.54743,18.0962,0.4718832,0
19.61837,19.61978,19.24542,19.15556,19.21848,1.297473,1
26.87943,26.53025,21.40861,20.40016,19.32769,0.7652377,0
21.67509,19.16865,18.47505,18.24729,18.52755,0.004033648,2
22.85001,22.09837,21.88609,21.51597,20.68649,0.8001733,0
19.67606,18.44008,18.00724,17.86523,17.79731,0.0001548095,2
22.86759,21.14644,20.49498,20.13404,19.94327,3.692173e-06,2
24.66349,22.64882,22.08934,21.43744,20.71632,0.97289,0
21.09929,19.25861,17.91342,17.39804,17.07936,0.2247578,0
25.60891,24.14267,20.62584,19.44774,18.88901,0.5629702,0
19.73735,17.74256,16.72543,16.24935,15.8666,0.07712497,0
22.62226,21.64376,20.49803,19.577,19.20193,0.5721893,0
21.39529,20.96023,21.03323,21.04634,20.80241,0.08380156,1
22.02569,21.18698,20.75382,20.59792,19.93014,0.0004945921,2
23.81205,21.40592,20.26996,19.52342,19.06069,-0.0001448794,2
24.65099,21.46972,20.90471,20.66626,20.99205,6.851416e-05,2
25.79175,23.83295,21.79431,20.58316,19.66392,-3.964409e-05,2
20.48009,18.57426,17.65312,17.23367,16.90101,0.06562756,0
25.8676,22.62255,22.03663,21.97824,21.83281,3.293621,1
23.56212,21.94625,20.73806,19.78288,19.46727,0.5657908,0
21.40055,21.23085,21.19204,20.95159,20.59754,1.720707,1
22.26566,21.35546,20.19329,19.40204,19.00451,0.4714377,0
24.28073,23.18158,21.71924,20.64749,19.93739,1.49484,1
17.10095,16.15227,15.86879,15.7305,15.73319,-0.0009507311,2
20.84703,20.131,19.96109,19.95855,19.88928,2.433143,1
23.80152,21.61683,20.57787,19.87319,19.43887,0.0001433132,2
23.76798,22.18733,21.93584,21.5942,22.00408,0.5812712,0
18.85805,17.89683,17.56354,17.43642,17.43742,-0.0002657767,2
22.98918,21.36163,19.67344,18.88162,18.60774,0.4072086,0
23.18786,20.69057,19.29476,18.39792,17.89107,-4.234016e-05,2
24.80138,22.93855,21.60555,19.92142,18.86951,4.405468e-05,2
22.08716,21.84562,21.57556,21.4399,21.63949,1.799394,1
19.15715,18.14901,17.75594,17.59832,17.54596,-0.0002077455,2
21.2143,18.81293,17.87423,17.5192,17.32731,-0.0001581163,2
22.30721,21.80054,21.49734,21.35051,20.90523,0.8524603,1
22.76285,21.47941,19.98232,19.05719,18.4943,0.5346581,0
21.85368,20.02444,18.41871,17.83981,17.44888,0.2929055,0
20.00209,18.35984,17.1223,16.63883,16.25582,0.1731331,0
22.11507,19.603,18.96948,18.50953,18.31109,2.233422e-05,2
25.19205,22.58271,21.47263,20.45145,19.60855,0.8598003,0
20.2115,18.99741,18.49769,18.2676,18.18443,-0.0001599461,2
26.08961,22.06151,20.42702,19.57727,19.187,0.4360639,0
21.68184,21.24942,21.19215,20.76211,21.11488,1.789647,1
17.96934,17.10763,16.76155,16.62646,16.60012,0.0005460029,2
18.79543,17.7265,17.31048,17.14916,17.10742,9.226751e-05,2
24.28119,21.70505,21.27681,21.48796,21.01344,3.003122,1
25.20543,23.90943,22.35902,20.78186,20.01597,-0.0001263392,2
25.00938,22.81676,21.1612,20.15437,19.52966,0.6369883,0
20.994,20.72263,20.60707,20.55688,20.59332,2.248749,1
21.8687,21.66479,21.63461,21.50777,20.94201,2.638355,1
25.85281,23.28472,21.8949,20.6727,19.80693,3.48812e-05,2
24.40561,21.55013,19.66155,18.91728,18.31083,0.4127568,0
21.21622,20.56515,20.34825,20.17658,19.95872,0.0001049518,2
19.42904,18.18126,17.55478,17.16603,16.9075,0.1174961,0
23.65991,21.5041,21.24422,20.93335,20.95513,5.146849e-05,2
23.27365,22.07475,20.61852,19.78288,19.11362,0.6015354,0
23.89452,24.07803,22.85078,23.69384,22.94704,0.2834576,0
24.88919,23.75215,21.76542,20.58829,19.66247,0.6523355,0
23.13281,22.26308,20.76007,19.83266,19.25518,0.4959581,0
22.85611,20.60753,18.94073,18.1706,17.68601,0.4720226,0
19.75874,18.52562,17.71739,17.26939,17.00099,0.1252241,0
23.29347,22.22489,20.88032,19.83773,18.94514,0.0002992319,2
23.21556,20.74367,19.89105,19.59407,19.31805,-0.0002609066,2
20.73068,18.30078,17.21794,16.7999,16.57899,-4.71419e-05,2
24.19589,23.04204,22.35382,21.65938,22.03173,0.7779078,0
25.4149,21.96357,20.2799,19.45344,18.91909,0.4688808,0
19.60814,17.53594,16.56142,16.09692,15.74729,0.0528505,0
19.7422,17.35823,16.15637,15.66806,15.29485,0.1509936,0
24.74426,22.84778,20.82133,19.6525,18.99332,0.6334602,0
19.50103,19.43128,19.18091,19.22486,19.33806,1.095877,1
23.82327,22.29976,22.00571,21.60075,21.99413,4.287487,1
20.68509,20.12211,20.11355,19.88805,19.72639,0.6174038,1
20.49321,20.40642,20.3271,20.38655,20.1798,0.9858093,1
22.53512,21.25476,20.93019,20.98465,20.92704,3.209732,1
22.41668,20.88136,20.72277,20.45518,20.44577,3.480327e-05,2
22.12356,22.12916,21.48356,22.50001,21.51569,0.5198511,1
18.38734,16.42051,15.49541,15.06117,14.758,0.06853453,0
23.56691,22.16041,20.81888,20.06049,19.62869,0.3656268,0
22.45395,21.80468,21.56471,21.93163,21.33371,0.0004232533,2
25.11548,22.8601,21.67631,20.50663,19.94679,-2.273339e-05,2
20.10016,19.21645,18.7906,18.59375,18.51372,-0.00119028,2
19.01315,17.38179,16.53001,16.10033,15.84952,-5.398775e-05,2
19.89273,19.05791,19.02695,18.90641,18.49883,2.525238,1
21.97226,22.96636,21.21032,19.89437,19.73663,0.6134886,0
18.05965,16.91464,16.52157,16.38858,16.31585,-0.0002225625,2
21.67262,18.86327,19.38965,18.07319,18.26491,-0.0004181704,2
20.26761,19.87341,19.73041,19.4174,19.6274,0.6247969,1
19.39154,19.34803,19.10015,18.97772,18.95078,1.355002,1
22.2613,21.92272,21.96199,21.74156,21.37567,1.721763,1
22.82123,22.45402,21.89157,21.72145,22.04828,0.7627932,0
20.81753,19.72284,19.32618,19.17657,19.06243,-0.0001269787,2
24.78413,22.32183,20.57854,19.46078,18.92742,0.5541328,0
18.11984,17.97356,17.88874,17.73592,17.61799,1.932025,1
23.41684,21.272,19.71555,19.07061,18.66715,0.000115849,2
19.19991,18.24198,17.9488,17.82873,17.80138,-0.0008896565,2
21.86129,21.85297,21.69443,21.17838,20.99891,0.9062488,0
18.01983,16.54403,15.89769,15.63642,15.49009,-0.0001402497,2
22.03823,19.27386,17.8704,17.33694,16.95681,0.2181194,0
20.55546,19.47933,19.10962,18.9845,18.93838,-0.0002851521,2
21.31704,18.62226,17.36248,16.8538,16.5054,0.1709671,0
20.22742,18.2266,17.04586,16.54622,16.15907,0.1523335,0
23.2597,23.12258,21.29154,20.03521,19.65776,0.5831035,0
21.8317,21.28653,21.10206,20.72706,20.41391,0.720028,1
23.54609,21.51635,20.82838,19.46813,19.56012,0.4463131,1
19.32914,18.42183,18.11385,18.00414,17.94544,-0.00043013,2
22.45015,22.2207,21.85213,21.6034,21.3491,1.519076,1
18.83662,17.69491,17.2074,16.93991,16.84053,0.08389615,0
22.08046,21.05438,20.82405,20.64363,20.169,2.58688,1
25.63137,22.86869,21.39758,20.2894,19.4967,0.6023113,0
20.62201,19.52623,19.05624,18.82126,18.71173,-0.0003173972,2
24.36134,21.52068,19.83996,19.00958,18.36106,0.4186941,0
25.54412,23.64321,21.44274,20.93604,20.87001,4.201828,1
17.68916,15.97373,15.15367,14.68167,14.36919,0.07351141,1
22.52136,21.86059,21.79214,21.53356,22.62614,1.1605,1
22.48069,21.59299,21.41781,21.39655,21.40895,0.0005294314,2
22.62293,22.06701,22.03421,21.6739,21.45982,1.938476,1
18.43123,17.36957,17.01707,16.73737,16.64182,0.04883192,0
23.16399,21.94209,21.72894,21.80462,21.62327,1.478266,1
